expectation_name,system,code,ucum_code,low,high
Complement C4 [Mass/volume] in Serum or Plasma between 15.0 and 601.0 mg/L,http://loinc.org,4498-2,mg/L,15.0,601.0
Erythrocyte sedimentation rate by Wintrobe method between 0.0 and 100.0 mm,http://loinc.org,4538-5,mm,0.0,100.0
Hemoglobin [Moles/volume] in Blood between 0.0 and 15.0 g/dL,http://loinc.org,59260-0,g/dL,0.0,15.0
Prostate specific antigen (PSA); total between 1.0 and 100.0 mg/dL,http://www.ama-assn.org/go/cpt,84153,mg/dL,1.0,100.0
Globulin [Mass/volume] in Serum by calculation between 2.0 and 40.0 g/L,http://loinc.org,10834-0,g/L,2.0,40.0
Creatinine [Mass/volume] in Body fluid between 10.0 and 200.0 umol/L,http://loinc.org,12190-5,umol/L,10.0,200.0
Cholesterol in VLDL [Mass/volume] in Serum or Plasma by calculation between 6.0 and 100.0 mg/dL,http://loinc.org,13458-5,mg/dL,6.0,100.0
Beta-2-Microglobulin [Mass/volume] in Serum or Plasma between 0.01 and 60.0 g/L,http://loinc.org,1952-1,g/L,0.01,60.0
Prostate specific Ag [Mass/volume] in Serum or Plasma between 0.0 and 60.0 ng/dL,http://loinc.org,2857-1,ng/dL,0.0,60.0
Protein [Mass/volume] in Serum or Plasma between 0.0 and 100.0 %,http://loinc.org,2885-2,%,0.0,100.0
Testosterone Free [Mass/volume] in Serum or Plasma between 0.0 and 100.0 %,http://loinc.org,2991-8,%,0.0,100.0
Urea nitrogen/Creatinine [Mass Ratio] in Serum or Plasma between 10.0 and 100.0 mg/mg{creat},http://loinc.org,3097-3,mg/mg{creat},10.0,100.0
Haptoglobin [Mass/volume] in Serum or Plasma by Nephelometry between 0.01 and 500.0 mg/dL,http://loinc.org,46127-7,mg/dL,0.01,500.0
Hematocrit [Volume Fraction] of Blood between 0.0 and 50.0 u,http://loinc.org,20570-8,u,0.0,50.0
Lipase [Enzymatic activity/volume] in Serum or Plasma between 0.01 and 70.0 [iU]/L,http://loinc.org,3040-3,[iU]/L,0.01,70.0
Thyroxine (T4) [Mass/volume] in Serum or Plasma between 0.1 and 10.0 ng/dL,http://loinc.org,3026-2,ng/dL,0.1,10.0
Ferritin between 0.0 and 32.0 g/dL,http://www.ama-assn.org/go/cpt,82728,g/dL,0.0,32.0
Basophils [#/volume] in Blood between 0.01 and 1.0 10*3/L,http://loinc.org,26444-0,10*3/L,0.01,1.0
Erythrocytes [#/volume] in Blood between 0.0 and 45.0 /uL,http://loinc.org,26453-1,/uL,0.0,45.0
Creatine kinase [Enzymatic activity/volume] in Serum or Plasma between 3.0 and 1000.0 [U]/L,http://loinc.org,2157-6,[U]/L,3.0,1000.0
Eosinophils/100 leukocytes in Blood between 0.0 and 100.0 %{vol},http://loinc.org,26450-7,%{vol},0.0,100.0
Erythrocytes [#/volume] in Blood between 0.0 and 100.0 {cells},http://loinc.org,26453-1,{cells},0.0,100.0
Haptoglobin [Mass/volume] in Serum or Plasma between 0.01 and 500.0 mg/dL,http://loinc.org,4542-7,mg/dL,0.01,500.0
Estradiol (E2) [Mass/volume] in Serum or Plasma between 0.0 and 20.0 ng/dL,http://loinc.org,2243-4,ng/dL,0.0,20.0
Eosinophils/100 leukocytes in Blood between 0.0 and 6.0 %,http://loinc.org,26450-7,%,0.0,6.0
Hemoglobin A1c in Blood between 0.0 and 15.0 mg,http://loinc.org,55454-3,mg,0.0,15.0
Ferritin between 0.0 and 70.0 10*3/uL,http://www.ama-assn.org/go/cpt,82728,10*3/uL,0.0,70.0
Carbon dioxide (bicarbonate) between 2.0 and 42.0 10*-3.eq/L,http://www.ama-assn.org/go/cpt,82374,10*-3.eq/L,2.0,42.0
Prostate specific antigen (PSA); total between 0.0 and 10.0 ng/mL,http://www.ama-assn.org/go/cpt,84153,ng/mL,0.0,10.0
Aspartate aminotransferase [Enzymatic activity/volume] in Serum or Plasma between 5.0 and 2000.0 g/dL,http://loinc.org,1920-8,g/dL,5.0,2000.0
Neutrophils [#/volume] in Blood between 0.01 and 50.0 10*3/mm3,http://loinc.org,26499-4,10*3/mm3,0.01,50.0
Osmolality of Serum or Plasma between 220.0 and 420.0 mosm/kg,http://loinc.org,2692-2,mosm/kg,220.0,420.0
Urea nitrogen [Mass/volume] in Serum or Plasma between 5.0 and 100.0 mg/dL,http://loinc.org,3094-0,mg/dL,5.0,100.0
Sodium [Moles/volume] in Serum or Plasma between 100.0 and 150.0 10*-3.eq/L,http://loinc.org,2951-2,10*-3.eq/L,100.0,150.0
Thyrotropin receptor Ab [Units/volume] in Serum between 0.0 and 345.0 [iU]/L,http://loinc.org,5385-0,[iU]/L,0.0,345.0
Chloride [Moles/volume] in Serum or Plasma between 77.0 and 1000.0 10*-3.eq/dL,http://loinc.org,2075-0,10*-3.eq/dL,77.0,1000.0
Testosterone [Mass/volume] in Serum or Plasma between 5.0 and 1000.0 ng/dL,http://loinc.org,2986-8,ng/dL,5.0,1000.0
Urate [Mass/volume] in Serum or Plasma between 0.001 and 0.01 g/dL,http://loinc.org,3084-1,g/dL,0.001,0.01
Thyrotropin receptor Ab [Units/volume] in Serum between 0.0 and 345.0 [U]/L,http://loinc.org,5385-0,[U]/L,0.0,345.0
Platelets [#/volume] in Blood between 100.0 and 1000.0 10*3/uL,http://loinc.org,26515-7,10*3/uL,100.0,1000.0
Albumin [Mass/volume] in Urine between 0.0 and 1000.0 ug/mL,http://loinc.org,1754-1,ug/mL,0.0,1000.0
Hepatitis B virus DNA [Units/volume] (viral load) in Serum or Plasma by NAA with probe detection between 0.0 and 4000.0 [iU]/mL,http://loinc.org,42595-9,[iU]/mL,0.0,4000.0
Blood count; hemoglobin (Hgb) between 3.0 and 36.0 mg/dL,http://www.ama-assn.org/go/cpt,85018,mg/dL,3.0,36.0
Erythrocyte sedimentation rate between 0.0 and 100.0 mm/h,http://loinc.org,30341-2,mm/h,0.0,100.0
Lymphocytes/100 leukocytes in Cerebral spinal fluid by Manual count between 0.0 and 100.0 %,http://loinc.org,10328-3,%,0.0,100.0
Creatinine [Mass/volume] in Urine between 2.0 and 22.0 mmol/L,http://loinc.org,2161-8,mmol/L,2.0,22.0
"Carbon dioxide, total [Moles/volume] in Serum or Plasma between 360.0 and 1000.0 mg/dL",http://loinc.org,2028-9,mg/dL,360.0,1000.0
Body weight between 2.0 and 500.0 kg,http://loinc.org,29463-7,kg,2.0,500.0
Creatinine; other source between 10.0 and 30.0 mg/L,http://www.ama-assn.org/go/cpt,82570,mg/L,10.0,30.0
Glucose [Moles/volume] in Serum or Plasma between 0.0 and 500.0 mg/dL,http://loinc.org,14749-6,mg/dL,0.0,500.0
"Creatinine measurement, body fluid between 10.0 and 200.0 umol/L",http://snomed.info/sct,269924007,umol/L,10.0,200.0
"Creatinine measurement, body fluid between 0.1 and 5.0 mg/dL",http://snomed.info/sct,269924007,mg/dL,0.1,5.0
"Creatinine measurement, urine between 300.0 and 3000.0 mg/L",http://snomed.info/sct,271260009,mg/L,300.0,3000.0
Systolic blood pressure between 10.0 and 250.0 No matching concept,http://snomed.info/sct,271649006,No matching concept,10.0,250.0
Diastolic blood pressure between 30.0 and 200.0 mm[Hg],http://snomed.info/sct,271650006,mm[Hg],30.0,200.0
Diastolic blood pressure between 30.0 and 200.0 No matching concept,http://snomed.info/sct,271653008,No matching concept,30.0,200.0
Systolic blood pressure between 10.0 and 250.0 mm[Hg],http://snomed.info/sct,271649006,mm[Hg],10.0,250.0
Diastolic blood pressure between 0.0 and 100.0 %,http://snomed.info/sct,271650006,%,0.0,100.0
Serum fasting total cholesterol between 1.0 and 15.0 mmol/L,http://snomed.info/sct,247801000000106,mmol/L,1.0,15.0
Serum fasting total cholesterol between 50.0 and 500.0 mg/dL,http://snomed.info/sct,247801000000106,mg/dL,50.0,500.0
"Creatinine measurement, urine between 17.0 and 500.0 mg/dL",http://snomed.info/sct,271260009,mg/dL,17.0,500.0
"Creatinine measurement, body fluid between 10.0 and 30.0 mg/L",http://snomed.info/sct,269924007,mg/L,10.0,30.0
Systolic blood pressure of neonate at birth between 10.0 and 250.0 mm[Hg],http://snomed.info/sct,708502007,mm[Hg],10.0,250.0
Creatinine measurement between 10.0 and 200.0 umol/L,http://snomed.info/sct,70901006,umol/L,10.0,200.0
Creatinine measurement between 10.0 and 30.0 mg/L,http://snomed.info/sct,70901006,mg/L,10.0,30.0
Baseline systolic blood pressure between 10.0 and 250.0 mm[Hg],http://snomed.info/sct,716579001,mm[Hg],10.0,250.0
Pulse rate between 0.0 and 300.0 /min,http://snomed.info/sct,78564009,/min,0.0,300.0
Systolic arterial pressure between 10.0 and 250.0 mm[Hg],http://snomed.info/sct,72313002,mm[Hg],10.0,250.0
Systolic blood pressure centile between 10.0 and 250.0 mm[Hg],http://snomed.info/sct,814101000000107,mm[Hg],10.0,250.0
Pulse rate between 0.0 and 300.0 {hb},http://snomed.info/sct,78564009,{hb},0.0,300.0
Creatinine measurement between 0.1 and 5.0 mg/dL,http://snomed.info/sct,70901006,mg/dL,0.1,5.0
Total cholesterol level between 50.0 and 500.0 mg/dL,http://snomed.info/sct,853681000000104,mg/dL,50.0,500.0
Serum total cholesterol level between 1.0 and 15.0 mmol/L,http://snomed.info/sct,994351000000103,mmol/L,1.0,15.0
Total cholesterol level between 1.0 and 15.0 mmol/L,http://snomed.info/sct,853681000000104,mmol/L,1.0,15.0
Serum total cholesterol level between 50.0 and 500.0 mg/dL,http://snomed.info/sct,994351000000103,mg/dL,50.0,500.0
Ambulatory systolic BP between 10.0 and 250.0 mm[Hg],http://snomed.info/sct,198081000000101,mm[Hg],10.0,250.0
"Potassium; serum, plasma or whole blood between 3.0 and 8.0 10*-3.eq/L",http://snomed.info/sct,312468003,10*-3.eq/L,3.0,8.0
"Potassium; serum, plasma or whole blood between 3.0 and 8.0 mmol/L",http://snomed.info/sct,312468003,mmol/L,3.0,8.0
Bilirubin; total between 1.0 and 34.0 g/dL,http://snomed.info/sct,359986008,g/dL,1.0,34.0
Magnesium between 0.0 and 6000.0 ug/dL,http://snomed.info/sct,38151008,ug/dL,0.0,6000.0
Magnesium between 0.0 and 10.0 mmol/L,http://snomed.info/sct,38151008,mmol/L,0.0,10.0
Magnesium between 0.0 and 2100.0 nmol/L,http://snomed.info/sct,38151008,nmol/L,0.0,2100.0
"Potassium; serum, plasma or whole blood between 3.0 and 8.0 mmol/L",http://snomed.info/sct,390964008,mmol/L,3.0,8.0
Lactate (lactic acid) between 0.0 and 100.0 mmol/L,http://snomed.info/sct,3926003,mmol/L,0.0,100.0
Bilirubin; direct between 1.0 and 148.0 10*-3.eq/L,http://snomed.info/sct,39748002,10*-3.eq/L,1.0,148.0
Bilirubin; direct between 1.0 and 1900.0 ng/mL,http://snomed.info/sct,39748002,ng/mL,1.0,1900.0
Bilirubin; direct between 1.0 and 148.0 mmol/L,http://snomed.info/sct,39748002,mmol/L,1.0,148.0
"Creatine kinase (CK), (CPK); total between 1.0 and 242.0 10*-3.eq/L",http://snomed.info/sct,397798009,10*-3.eq/L,1.0,242.0
"Creatine kinase (CK), (CPK); total between 1.0 and 242.0 10*3/uL",http://snomed.info/sct,397798009,10*3/uL,1.0,242.0
"Creatine kinase (CK), (CPK); total between 1.0 and 1000.0 mg/dL",http://snomed.info/sct,397798009,mg/dL,1.0,1000.0
"Creatine kinase (CK), (CPK); total between 1.0 and 915.0 ug/dL",http://snomed.info/sct,397798009,ug/dL,1.0,915.0
"Creatine kinase (CK), (CPK); total between 1.0 and 242.0 mmol/L",http://snomed.info/sct,397798009,mmol/L,1.0,242.0
"Creatine kinase (CK), (CPK); total between 1.0 and 242.0 g/dL",http://snomed.info/sct,397798009,g/dL,1.0,242.0
Hemoglobin; glycosylated (A1C) between 0.0 and 200.0 pg/mL,http://snomed.info/sct,408254005,pg/mL,0.0,200.0
Hemoglobin; glycosylated (A1C) between 0.0 and 300.0 mg/dL,http://snomed.info/sct,408254005,mg/dL,0.0,300.0
Hemoglobin; glycosylated (A1C) between 0.0 and 3000.0 nmol/L,http://snomed.info/sct,408254005,nmol/L,0.0,3000.0
Hemoglobin; glycosylated (A1C) between 0.01 and 20.0 %,http://snomed.info/sct,408254005,%,0.01,20.0
Bilirubin; total between 1.0 and 398.0 mg/dL,http://snomed.info/sct,359986008,mg/dL,1.0,398.0
"Potassium; serum, plasma or whole blood between 3.0 and 8.0 10*-3.eq/L",http://snomed.info/sct,390964008,10*-3.eq/L,3.0,8.0
Bilirubin; direct between 1.0 and 483.0 ug/dL,http://snomed.info/sct,39748002,ug/dL,1.0,483.0
Bilirubin; direct between 1.0 and 1000.0 nmol/L,http://snomed.info/sct,39748002,nmol/L,1.0,1000.0
Magnesium between 0.0 and 10.0 10*-3.eq/L,http://snomed.info/sct,38151008,10*-3.eq/L,0.0,10.0
"Creatine kinase (CK), (CPK); total between 1.0 and 1000.0 ng/mL",http://snomed.info/sct,397798009,ng/mL,1.0,1000.0
"Creatine kinase (CK), (CPK); total between 1.58 and 1000.0 ng/dL",http://snomed.info/sct,397798009,ng/dL,1.58,1000.0
Magnesium between 0.0 and 1000.0 mg/dL,http://snomed.info/sct,38151008,mg/dL,0.0,1000.0
Bilirubin; direct between 1.0 and 37000.0 mg/dL,http://snomed.info/sct,39748002,mg/dL,1.0,37000.0
Hemoglobin; glycosylated (A1C) between 0.0 and 36.0 pg,http://snomed.info/sct,408254005,pg,0.0,36.0
Magnesium between 0.0 and 100.0 %,http://snomed.info/sct,38151008,%,0.0,100.0
Bilirubin; direct between 1.0 and 37.0 g/dL,http://snomed.info/sct,39748002,g/dL,1.0,37.0
Iron between 0.0 and 270.0 ng/mL,http://snomed.info/sct,42950004,ng/mL,0.0,270.0
Hemoglobin; glycosylated (A1C) between 0.0 and 3000.0 nmol/L,http://snomed.info/sct,43396009,nmol/L,0.0,3000.0
Hemoglobin; glycosylated (A1C) between 0.0 and 36.0 pg,http://snomed.info/sct,43396009,pg,0.0,36.0
Blood count; hemoglobin (Hgb) between 3.0 and 36.0 mg/dL,http://snomed.info/sct,441689006,mg/dL,3.0,36.0
Blood count; hemoglobin (Hgb) between 2.0 and 319.0 ug/dL,http://snomed.info/sct,441689006,ug/dL,2.0,319.0
Blood count; hemoglobin (Hgb) between 3.0 and 36.0 g/dL,http://snomed.info/sct,441689006,g/dL,3.0,36.0
Ferritin between 0.0 and 70.0 10*3/uL,http://snomed.info/sct,489004,10*3/uL,0.0,70.0
Ferritin between 0.0 and 150.0 mg/dL,http://snomed.info/sct,489004,mg/dL,0.0,150.0
Ferritin between 0.0 and 32.0 g/dL,http://snomed.info/sct,489004,g/dL,0.0,32.0
Ferritin between 0.0 and 40.0 %,http://snomed.info/sct,489004,%,0.0,40.0
Iron between 0.0 and 1000.0 ug/dL,http://snomed.info/sct,42950004,ug/dL,0.0,1000.0
Iron between 0.0 and 100.0 %,http://snomed.info/sct,42950004,%,0.0,100.0
Hemoglobin; glycosylated (A1C) between 0.0 and 200.0 pg/mL,http://snomed.info/sct,43396009,pg/mL,0.0,200.0
Hemoglobin; glycosylated (A1C) between 0.01 and 20.0 %,http://snomed.info/sct,43396009,%,0.01,20.0
Ferritin between 0.0 and 100.0 fL,http://snomed.info/sct,489004,fL,0.0,100.0
Ferritin between 0.01 and 700.0 ng/mL,http://snomed.info/sct,489004,ng/mL,0.01,700.0
Thyroid stimulating hormone (TSH) between 0.0 and 100.0 %,http://snomed.info/sct,61167004,%,0.0,100.0
"Thromboplastin time, partial (PTT); plasma or whole blood between 0.0 and 100.0 %",http://snomed.info/sct,42525009,%,0.0,100.0
Hemoglobin; glycosylated (A1C) between 0.0 and 300.0 mg/dL,http://snomed.info/sct,43396009,mg/dL,0.0,300.0
Creatinine; other source between 10.0 and 30.0 mg/L,http://loinc.org,25386-4,mg/L,10.0,30.0
Creatinine; other source between 10.0 and 200.0 umol/L,http://loinc.org,12190-5,umol/L,10.0,200.0
Calcium; total between 1.2 and 448.0 pg/mL,http://loinc.org,12181-4,pg/mL,1.2,448.0
Creatinine; other source between 10.0 and 30.0 mg/L,http://loinc.org,12190-5,mg/L,10.0,30.0
Creatinine; other source between 10.0 and 30.0 mg/L,http://loinc.org,12588-0,mg/L,10.0,30.0
Creatinine; other source between 0.1 and 5.0 mg/dL,http://loinc.org,12190-5,mg/dL,0.1,5.0
Calcium; total between 3.4 and 36.0 g/dL,http://loinc.org,12181-4,g/dL,3.4,36.0
Calcium; total between 7.0 and 13.0 mg/mL,http://loinc.org,14415-4,mg/mL,7.0,13.0
Calcium; total between 7.0 and 13.0 mg/mL,http://loinc.org,14416-2,mg/mL,7.0,13.0
Calcium; total between 7.0 and 13.0 mg/mL,http://loinc.org,14418-8,mg/mL,7.0,13.0
Calcium; total between 1.2 and 448.0 pg/mL,http://loinc.org,14417-0,pg/mL,1.2,448.0
Calcium; total between 1.2 and 448.0 pg/mL,http://loinc.org,14418-8,pg/mL,1.2,448.0
Calcium; total between 1.2 and 448.0 pg/mL,http://loinc.org,14419-6,pg/mL,1.2,448.0
Calcium; total between 7.0 and 13.0 mg/dL,http://loinc.org,14416-2,mg/dL,7.0,13.0
Calcium; total between 7.0 and 13.0 mg/dL,http://loinc.org,14417-0,mg/dL,7.0,13.0
Calcium; total between 1.0 and 147.0 mmol/L,http://loinc.org,14418-8,mmol/L,1.0,147.0
Calcium; total between 1.0 and 147.0 mmol/L,http://loinc.org,14419-6,mmol/L,1.0,147.0
Calcium; total between 3.4 and 36.0 g/dL,http://loinc.org,14415-4,g/dL,3.4,36.0
Creatinine; other source between 10.0 and 200.0 umol/L,http://loinc.org,14683-7,umol/L,10.0,200.0
Blood count; hemoglobin (Hgb) between 3.0 and 36.0 mg/dL,http://loinc.org,14775-1,mg/dL,3.0,36.0
Blood count; hemoglobin (Hgb) between 2.0 and 319.0 ug/dL,http://loinc.org,14775-1,ug/dL,2.0,319.0
Creatinine; blood between 0.1 and 5.0 mg/dL,http://loinc.org,14682-9,mg/dL,0.1,5.0
Bilirubin; direct between 1.0 and 483.0 ug/dL,http://loinc.org,15152-2,ug/dL,1.0,483.0
Calcium; total between 1.0 and 147.0 mmol/L,http://loinc.org,15155-5,mmol/L,1.0,147.0
Bilirubin; direct between 1.0 and 1000.0 nmol/L,http://loinc.org,15152-2,nmol/L,1.0,1000.0
Bilirubin; direct between 1.0 and 37.0 g/dL,http://loinc.org,15152-2,g/dL,1.0,37.0
Calcium; total between 3.4 and 36.0 g/dL,http://loinc.org,16273-5,g/dL,3.4,36.0
Calcium; total between 1.2 and 448.0 pg/mL,http://loinc.org,17861-6,pg/mL,1.2,448.0
"Lipoprotein, direct measurement; LDL cholesterol between 5.0 and 400.0 mg/dL",http://loinc.org,18262-6,mg/dL,5.0,400.0
Calcium; total between 7.0 and 13.0 mg/dL,http://loinc.org,17861-6,mg/dL,7.0,13.0
Calcium; total between 1.0 and 147.0 mmol/L,http://loinc.org,17861-6,mmol/L,1.0,147.0
Magnesium between 0.0 and 1000.0 mg/dL,http://loinc.org,19123-9,mg/dL,0.0,1000.0
Magnesium between 0.0 and 10.0 mmol/L,http://loinc.org,19123-9,mmol/L,0.0,10.0
Magnesium between 0.0 and 2100.0 nmol/L,http://loinc.org,19123-9,nmol/L,0.0,2100.0
Magnesium between 0.0 and 100.0 %,http://loinc.org,19123-9,%,0.0,100.0
Bilirubin; direct between 1.0 and 148.0 10*-3.eq/L,http://loinc.org,1968-7,10*-3.eq/L,1.0,148.0
Bilirubin; total between 1.0 and 398.0 mg/dL,http://loinc.org,1975-2,mg/dL,1.0,398.0
Calcium; total between 7.0 and 13.0 mg/mL,http://loinc.org,1996-8,mg/mL,7.0,13.0
Calcium; total between 7.0 and 13.0 mg/mL,http://loinc.org,1998-4,mg/mL,7.0,13.0
Carbon dioxide (bicarbonate) between 2.0 and 42.0 10*-3.eq/L,http://loinc.org,2028-9,10*-3.eq/L,2.0,42.0
Bilirubin; total between 1.0 and 34.0 g/dL,http://loinc.org,1975-2,g/dL,1.0,34.0
Calcium; total between 1.2 and 448.0 pg/mL,http://loinc.org,1999-2,pg/mL,1.2,448.0
Calcium; total between 1.2 and 448.0 pg/mL,http://loinc.org,2002-4,pg/mL,1.2,448.0
Bilirubin; direct between 1.0 and 37000.0 mg/dL,http://loinc.org,1968-7,mg/dL,1.0,37000.0
Calcium; total between 7.0 and 13.0 mg/dL,http://loinc.org,1996-8,mg/dL,7.0,13.0
Calcium; total between 7.0 and 13.0 mg/dL,http://loinc.org,1997-6,mg/dL,7.0,13.0
Calcium; total between 7.0 and 13.0 mg/dL,http://loinc.org,1999-2,mg/dL,7.0,13.0
Calcium; total between 7.0 and 13.0 mg/dL,http://loinc.org,2001-6,mg/dL,7.0,13.0
Calcium; total between 1.0 and 147.0 mmol/L,http://loinc.org,1998-4,mmol/L,1.0,147.0
Calcium; total between 3.4 and 36.0 g/dL,http://loinc.org,1997-6,g/dL,3.4,36.0
Bilirubin; direct between 1.0 and 1000.0 nmol/L,http://loinc.org,1968-7,nmol/L,1.0,1000.0
Bilirubin; direct between 1.0 and 37.0 g/dL,http://loinc.org,1968-7,g/dL,1.0,37.0
Chloride; blood between 95.0 and 111.0 10*-3.eq/L,http://loinc.org,2075-0,10*-3.eq/L,95.0,111.0
Chloride; blood between 90.0 and 147.0 mmol/L,http://loinc.org,2075-0,mmol/L,90.0,147.0
"Creatine kinase (CK), (CPK); total between 1.0 and 242.0 10*-3.eq/L",http://loinc.org,2157-6,10*-3.eq/L,1.0,242.0
"Creatine kinase (CK), (CPK); total between 1.0 and 242.0 10*3/uL",http://loinc.org,2157-6,10*3/uL,1.0,242.0
Creatinine; blood between 10.0 and 30.0 mg/L,http://loinc.org,2160-0,mg/L,10.0,30.0
"Creatine kinase (CK), (CPK); total between 1.0 and 1000.0 ng/mL",http://loinc.org,2157-6,ng/mL,1.0,1000.0
Creatinine; other source between 0.1 and 5.0 mg/dL,http://loinc.org,2161-8,mg/dL,0.1,5.0
"Creatine kinase (CK), (CPK); total between 1.0 and 1000.0 mg/dL",http://loinc.org,2157-6,mg/dL,1.0,1000.0
"Creatine kinase (CK), (CPK); total between 1.0 and 915.0 ug/dL",http://loinc.org,2157-6,ug/dL,1.0,915.0
Ferritin between 0.0 and 70.0 10*3/uL,http://loinc.org,2276-4,10*3/uL,0.0,70.0
Ferritin between 0.01 and 700.0 ng/mL,http://loinc.org,2276-4,ng/mL,0.01,700.0
Iron between 0.0 and 100.0 %,http://loinc.org,2498-4,%,0.0,100.0
Magnesium between 0.0 and 10.0 10*-3.eq/L,http://loinc.org,2598-1,10*-3.eq/L,0.0,10.0
Triglycerides between 0.0 and 100.0 %,http://loinc.org,2571-8,%,0.0,100.0
Magnesium between 0.0 and 1000.0 mg/dL,http://loinc.org,2598-1,mg/dL,0.0,1000.0
Magnesium between 0.0 and 6000.0 ug/dL,http://loinc.org,2598-1,ug/dL,0.0,6000.0
Magnesium between 0.0 and 2100.0 nmol/L,http://loinc.org,2598-1,nmol/L,0.0,2100.0
Magnesium between 0.0 and 100.0 %,http://loinc.org,2598-1,%,0.0,100.0
Phosphorus inorganic (phosphate) between 1.0 and 10.0 mg/dL,http://loinc.org,2777-1,mg/dL,1.0,10.0
Calcium; total between 1.2 and 448.0 pg/mL,http://loinc.org,27172-6,pg/mL,1.2,448.0
Calcium; total between 7.0 and 13.0 mg/dL,http://loinc.org,27172-6,mg/dL,7.0,13.0
Calcium; total between 7.0 and 13.0 mg/dL,http://loinc.org,27373-0,mg/dL,7.0,13.0
Phosphorus inorganic (phosphate) between 1.0 and 10.0 g/dL,http://loinc.org,2777-1,g/dL,1.0,10.0
Calcium; total between 1.0 and 147.0 mmol/L,http://loinc.org,27172-6,mmol/L,1.0,147.0
Calcium; total between 1.0 and 147.0 mmol/L,http://loinc.org,27373-0,mmol/L,1.0,147.0
Calcium; total between 3.4 and 36.0 g/dL,http://loinc.org,27373-0,g/dL,3.4,36.0
"Potassium; serum, plasma or whole blood between 3.0 and 8.0 10*-3.eq/L",http://loinc.org,2823-3,10*-3.eq/L,3.0,8.0
Prostate specific antigen (PSA); total between 1.0 and 100.0 mg/dL,http://loinc.org,2857-1,mg/dL,1.0,100.0
Lactate (lactic acid) between 0.0 and 100.0 mmol/L,http://loinc.org,29246-6,mmol/L,0.0,100.0
Testosterone; total between 5.0 and 1000.0 ng/dL,http://loinc.org,2986-8,ng/dL,5.0,1000.0
Calcium; total between 7.0 and 13.0 mg/mL,http://loinc.org,30527-6,mg/mL,7.0,13.0
Calcium; total between 1.0 and 147.0 mmol/L,http://loinc.org,30527-6,mmol/L,1.0,147.0
Calcium; total between 3.4 and 36.0 g/dL,http://loinc.org,30527-6,g/dL,3.4,36.0
Calcium; total between 7.0 and 13.0 mg/mL,http://loinc.org,32305-5,mg/mL,7.0,13.0
Calcium; total between 7.0 and 13.0 mg/dL,http://loinc.org,32305-5,mg/dL,7.0,13.0
Calcium; total between 3.4 and 36.0 g/dL,http://loinc.org,32305-5,g/dL,3.4,36.0
Calcium; total between 7.0 and 13.0 mg/mL,http://loinc.org,38250-7,mg/mL,7.0,13.0
Creatinine; blood between 10.0 and 200.0 umol/L,http://loinc.org,38483-4,umol/L,10.0,200.0
Calcium; total between 7.0 and 13.0 mg/dL,http://loinc.org,38250-7,mg/dL,7.0,13.0
Creatinine; blood between 0.1 and 5.0 mg/dL,http://loinc.org,38483-4,mg/dL,0.1,5.0
Calcium; total between 3.4 and 36.0 g/dL,http://loinc.org,38250-7,g/dL,3.4,36.0
Creatinine; other source between 10.0 and 200.0 umol/L,http://loinc.org,5919-6,umol/L,10.0,200.0
Creatinine; other source between 10.0 and 30.0 mg/L,http://loinc.org,5919-6,mg/L,10.0,30.0
Creatinine; other source between 0.1 and 5.0 mg/dL,http://loinc.org,5919-6,mg/dL,0.1,5.0
Creatinine; blood between 10.0 and 200.0 umol/L,http://snomed.info/sct,70901006,umol/L,10.0,200.0
Calcium; total between 1.2 and 448.0 pg/mL,http://snomed.info/sct,71878006,pg/mL,1.2,448.0
Calcium; total between 7.0 and 13.0 mg/dL,http://snomed.info/sct,71878006,mg/dL,7.0,13.0
Calcium; total between 1.0 and 147.0 mmol/L,http://snomed.info/sct,71878006,mmol/L,1.0,147.0
Creatinine; other source between 10.0 and 200.0 umol/L,http://loinc.org,25386-4,umol/L,10.0,200.0
Triglycerides between 40.0 and 1000.0 mg/dL,http://loinc.org,12228-3,mg/dL,40.0,1000.0
Creatinine; other source between 10.0 and 200.0 umol/L,http://loinc.org,12588-0,umol/L,10.0,200.0
Calcium; total between 7.0 and 13.0 mg/dL,http://loinc.org,12181-4,mg/dL,7.0,13.0
Calcium; total between 1.0 and 147.0 mmol/L,http://loinc.org,12181-4,mmol/L,1.0,147.0
Calcium; total between 7.0 and 13.0 mg/mL,http://loinc.org,14417-0,mg/mL,7.0,13.0
Calcium; total between 7.0 and 13.0 mg/dL,http://loinc.org,14418-8,mg/dL,7.0,13.0
Calcium; total between 1.0 and 147.0 mmol/L,http://loinc.org,14415-4,mmol/L,1.0,147.0
Calcium; total between 1.0 and 147.0 mmol/L,http://loinc.org,14416-2,mmol/L,1.0,147.0
Calcium; total between 3.4 and 36.0 g/dL,http://loinc.org,14419-6,g/dL,3.4,36.0
Creatinine; blood between 10.0 and 200.0 umol/L,http://loinc.org,14682-9,umol/L,10.0,200.0
Bilirubin; direct between 1.0 and 148.0 10*-3.eq/L,http://loinc.org,15152-2,10*-3.eq/L,1.0,148.0
Creatinine; blood between 10.0 and 30.0 mg/L,http://loinc.org,14682-9,mg/L,10.0,30.0
Creatinine; other source between 10.0 and 30.0 mg/L,http://loinc.org,15050-8,mg/L,10.0,30.0
Bilirubin; direct between 1.0 and 1900.0 ng/mL,http://loinc.org,15152-2,ng/mL,1.0,1900.0
